,№ п/п,Номер ТП,Адрес ТП,Вид ТП,Тип по размещению,Источник теплоснабжения,Административный округ (ТП),Муниципальный район,Дата ввода в эксплуатацию,Балансодержатель,Адрес строения,Тепловая нагрузка ГВС ср.,Тепловая нагрузка ГВС факт.,Тепловая нагрузка отопления строения,Тепловая нагрузка вентиляции строения,Диспетчеризация
5055,5056,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"Щёлковское шоссе, д.52, корп.2",0.078,0.1716,0.165,0.0,да
5056,5057,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"Щёлковское шоссе, д.52",0.02,0.07,0.24,0.0,да
5057,5058,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.61, корп.4",0.104,0.2288,0.226,0.0,да
5058,5059,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"Щёлковское шоссе, д.54/63",0.079152,0.1775846,0.192,0.0,да
5059,5060,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.61, корп.1",0.104,0.2311816,0.226,0.0,да
5060,5061,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"ул. Константина Федина, д.9",0.104,0.2288,0.226,0.0,да
5061,5062,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.57, корп.3",0.104,0.2288,0.226,0.0,да
5062,5063,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.59, корп.3",0.01,0.035,0.0471,0.0,да
5063,5064,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.57, корп.1",0.104,0.2288,0.226,0.0,да
5064,5065,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"Щёлковское шоссе, д.52А",0.0291,0.10185,0.087,0.106,да
5065,5066,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"Щёлковское шоссе, д.50",0.078,0.1716,0.172,0.0,да
5066,5067,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"Щёлковское шоссе, д.48А",0.0025,0.00875,0.061,0.0,да
5067,5068,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"Щёлковское шоссе, вл.54А, стр.1",0.0,0.0,0.0,0.0,да
5068,5069,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.59, корп.2",0.006,0.021,0.11,0.0,да
5069,5070,04-06-0603/042,"9-я Парковая ул., д.55, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Северное Измайлово,1976-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.59, корп.1",0.008,0.028,0.134,0.0,да
5070,5071,04-07-0222/050,"шоссе Энтузиастов, д.98Б, стр.1",ЦТП,Подвальное,ТЭЦ №22,Восточный,район Ивановское,1973-01-01,ПАО «МОЭК»,"шоссе Энтузиастов, д.98А",0.03366,0.11781,0.09001,0.0433,да
5071,5072,04-07-0222/050,"шоссе Энтузиастов, д.98Б, стр.1",ЦТП,Подвальное,ТЭЦ №22,Восточный,район Ивановское,1973-01-01,ПАО «МОЭК»,"шоссе Энтузиастов, д.98Г",0.01,0.035,0.03,0.05,да
5072,5073,04-07-0222/050,"шоссе Энтузиастов, д.98Б, стр.1",ЦТП,Подвальное,ТЭЦ №22,Восточный,район Ивановское,1973-01-01,ПАО «МОЭК»,"Саянская ул., д.9А",0.02,0.07,0.02,0.15,да
5073,5074,04-07-0222/050,"шоссе Энтузиастов, д.98Б, стр.1",ЦТП,Подвальное,ТЭЦ №22,Восточный,район Ивановское,1973-01-01,ПАО «МОЭК»,"шоссе Энтузиастов, д.98Б",0.0405,0.14175,0.105,0.22,да
5074,5075,04-07-0222/050,"шоссе Энтузиастов, д.98Б, стр.1",ЦТП,Подвальное,ТЭЦ №22,Восточный,район Ивановское,1973-01-01,ПАО «МОЭК»,"Саянская ул., д.9В",0.04,0.14,0.09,0.27,да
5075,5076,04-07-0222/050,"шоссе Энтузиастов, д.98Б, стр.1",ЦТП,Подвальное,ТЭЦ №22,Восточный,район Ивановское,1973-01-01,ПАО «МОЭК»,"Саянская ул., д.9Б",0.02,0.07,0.03,0.47,да
5076,5077,04-07-0222/050,"шоссе Энтузиастов, д.98Б, стр.1",ЦТП,Подвальное,ТЭЦ №22,Восточный,район Ивановское,1973-01-01,ПАО «МОЭК»,"Саянская ул., д.7Б",0.0073,0.02555,0.024,0.0,да
5077,5078,04-05-0602/058,"3-я Прядильная ул., д.15",ИТП,Подвальное,ТЭЦ №23,Восточный,район Измайлово,1968-01-01,ПАО «МОЭК»,"3-я Прядильная ул., д.15",0.0,0.0,0.23,0.0,нет
5078,5079,04-09-103,"Новокосинская ул., д.9, корп.1, стр.1",ЦТП,Отдельно стоящий,РТС Перово,Восточный,район Новокосино,1998-01-01,ПАО «МОЭК»,"Новокосинская ул., д.9, корп.2",0.262727,0.6234994,0.561175,0.224,да
5079,5080,04-09-103,"Новокосинская ул., д.9, корп.1, стр.1",ЦТП,Отдельно стоящий,РТС Перово,Восточный,район Новокосино,1998-01-01,ПАО «МОЭК»,"Новокосинская ул., д.9, корп.1",0.401266,0.8871844,1.139374,0.0,да
5080,5081,04-09-103,"Новокосинская ул., д.9, корп.1, стр.1",ЦТП,Отдельно стоящий,РТС Перово,Восточный,район Новокосино,1998-01-01,ПАО «МОЭК»,"Новокосинская ул., д.9А",0.08,0.28,0.1452,0.08572,да
5081,5082,04-09-103,"Новокосинская ул., д.9, корп.1, стр.1",ЦТП,Отдельно стоящий,РТС Перово,Восточный,район Новокосино,1998-01-01,ПАО «МОЭК»,"ул. Николая Старостина, д.9",0.128273,0.2864555,0.163077,0.0,да
5082,5083,04-09-103,"Новокосинская ул., д.9, корп.1, стр.1",ЦТП,Отдельно стоящий,РТС Перово,Восточный,район Новокосино,1998-01-01,ПАО «МОЭК»,"Новокосинская ул., д.7",0.153488,0.3398446,0.544655,0.0,да
5083,5084,04-09-103,"Новокосинская ул., д.9, корп.1, стр.1",ЦТП,Отдельно стоящий,РТС Перово,Восточный,район Новокосино,1998-01-01,ПАО «МОЭК»,"Новокосинская ул., д.9, корп.3",0.126364,0.278786,0.38675,0.0,да
5084,5085,04-07-0222/059,"Свободный просп., д.1, корп.1, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №22,Восточный,район Ивановское,1981-01-01,ПАО «МОЭК»,"Свободный просп., д.1, корп.2",0.17,0.374,0.44,0.0,да
5085,5086,04-07-0222/059,"Свободный просп., д.1, корп.1, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №22,Восточный,район Ивановское,1981-01-01,ПАО «МОЭК»,"Свободный просп., д.1, корп.1",0.17,0.374,0.44,0.0,да
5086,5087,04-07-0222/059,"Свободный просп., д.1, корп.1, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №22,Восточный,район Ивановское,1981-01-01,ПАО «МОЭК»,"Свободный просп., д.1Б",0.0321,0.11235,0.09,0.067,да
5087,5088,04-02-0422/036,"Измайловское шоссе, д.15",ИТП,Подвальное,ТЭЦ №11,Восточный,район Соколиная Гора,1962-01-01,ПАО «МОЭК»,"Измайловское шоссе, д.15",0.1,0.246,0.38,0.0,да
5088,5089,04-07-0615/016,"Магнитогорская ул., д.27, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Ивановское,1977-01-01,ПАО «МОЭК»,"Магнитогорская ул., д.27",0.2899,0.63778,0.6347,0.0,да
5089,5090,04-07-0615/016,"Магнитогорская ул., д.27, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Ивановское,1977-01-01,ПАО «МОЭК»,"Магнитогорская ул., д.25",0.26,0.572,0.48,0.0,да
5090,5091,04-07-0615/016,"Магнитогорская ул., д.27, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Ивановское,1977-01-01,ПАО «МОЭК»,"Магнитогорская ул., д.23",0.46,1.012,0.88,0.0,да
5091,5092,04-07-0615/016,"Магнитогорская ул., д.27, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Ивановское,1977-01-01,ПАО «МОЭК»,"Челябинская ул., д.20",0.04,0.14,0.25,1.42,да
5092,5093,04-07-0615/016,"Магнитогорская ул., д.27, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Ивановское,1977-01-01,ПАО «МОЭК»,"Челябинская ул., д.22, корп.2",0.1506,0.33132,0.281,0.0,да
5093,5094,04-07-0615/016,"Магнитогорская ул., д.27, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Ивановское,1977-01-01,ПАО «МОЭК»,"Челябинская ул., д.22, корп.1",0.1494,0.32868,0.279,0.0,да
5094,5095,04-07-0615/016,"Магнитогорская ул., д.27, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Ивановское,1977-01-01,ПАО «МОЭК»,"Челябинская ул., д.26",0.05,0.175,0.2,0.04,да
5095,5096,04-07-0615/016,"Магнитогорская ул., д.27, стр.2",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Ивановское,1977-01-01,ПАО «МОЭК»,"Магнитогорская ул., д.27, стр.2",0.0001,0.00035,0.0053,0.0,да
5096,5097,04-01-0607/091,"Большая Черкизовская ул., д.32А",ИТП,Подвальное,ТЭЦ №23,Восточный,район Преображенское,2012-09-06,ПАО «МОЭК»,"Большая Черкизовская ул., д.32А",0.029,0.1015,0.087,0.106,да
5097,5098,04-05-0604/024-2,"9-я Парковая ул., д.54, корп.2",ИТП,Подвальное,ТЭЦ №23,Восточный,район Измайлово,1958-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.54, корп.2",0.11,0.242,0.23,0.0,нет
5098,5099,04-05-0604/024-2,"9-я Парковая ул., д.54, корп.2",ИТП,Подвальное,ТЭЦ №23,Восточный,район Измайлово,1958-01-01,ПАО «МОЭК»,"9-я Парковая ул., д.54А",0.0,0.0,0.0,0.0,нет
5099,5100,04-05-0604/010,"Нижняя Первомайская ул., д.7",ИТП,Подвальное,ТЭЦ №23,Восточный,район Измайлово,2008-01-09,ПАО «МОЭК»,"Нижняя Первомайская ул., д.7",0.130082,0.290382,0.336,0.222,нет
5100,5101,04-06-0603/026,"5-я Парковая ул., д.49",ИТП,Подвальное,ТЭЦ №23,Восточный,район Северное Измайлово,1995-01-01,ПАО «МОЭК»,"5-я Парковая ул., д.49",0.03,0.105,0.27,0.0,нет
5101,5102,04-01-0607/050,"ул. Преображенский Вал, д.19, стр.2",ЦТП,Подвальное,ТЭЦ №23,Восточный,район Преображенское,2007-10-01,ПАО «МОЭК»,"ул. Преображенский Вал, д.19, стр.1",0.0,0.0,0.0,0.0,да
5102,5103,04-01-0607/050,"ул. Преображенский Вал, д.19, стр.2",ЦТП,Подвальное,ТЭЦ №23,Восточный,район Преображенское,2007-10-01,ПАО «МОЭК»,"ул. Преображенский Вал, д.19, стр.4",0.0,0.0,0.019,0.0,да
5103,5104,04-01-0607/050,"ул. Преображенский Вал, д.19, стр.2",ЦТП,Подвальное,ТЭЦ №23,Восточный,район Преображенское,2007-10-01,ПАО «МОЭК»,"ул. Преображенский Вал, д.19, стр.3",0.011,0.0385,0.152,0.0,да
5104,5105,04-01-0607/050,"ул. Преображенский Вал, д.19, стр.2",ЦТП,Подвальное,ТЭЦ №23,Восточный,район Преображенское,2007-10-01,ПАО «МОЭК»,"ул. Преображенский Вал, д.19, стр.2",0.07,0.245,0.222,0.0,да
5105,5106,04-01-0610/029,"Краснобогатырская ул., д.27, стр.1",ЦТП,Отдельно стоящий,ТЭЦ №23,Восточный,район Богородское,1972-01-01,ПАО «МОЭК»,"Краснобогатырская ул., д.23",0.198,0.446,0.437,0.14,да
